ID;Nome;SKU;Categoria;Preço;"Preço Promocional";Custo;"Quantidade Estoque";"Estoque Mínimo";Unidade;"Descrição Curta";Tags;Ativo;Destaque;"Data Criação"
197;"Limpador Perfumado Agradable 500ml – CasaKm";7-201;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:40"
196;"Limpador Perfumado Mistero di Amore 500ml – CasaKm";7-200;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:40"
195;"Limpador Perfumado Sensualidad 500ml – CasaKm";7-199;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
194;"Limpador Perfume Flor Suave 500ml – Veja";7-198;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
193;"Limpador Perfume Lavanda 500ml – Veja";7-196;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
43;"Lixeira com Pedal 100llts – Lar Plástico";2-043;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:23"
40;"Lixeira com Pedal 15llts – Lar Plástico";2-040;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:23"
41;"Lixeira com Pedal 25lts – Lar Plástico";2-041;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:23"
42;"Lixeira com Pedal 50llts – Lar Plástico";2-042;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:23"
44;"Lixeira Papeleira com Suporte 50Lts Amarelo – Lar Plástico";2-044;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:23"
45;"Lixeira Papeleira com Suporte 50Lts Azul – Lar Plástico";2-045;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:23"
46;"Lixeira Papeleira com Suporte 50Lts Verde – Lar Plástico";2-046;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:23"
47;"Lixeira Papeleira com Suporte 50Lts Vermelho – Lar Plástico";2-047;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
240;"Lubrificante 300ml – WD-40";9-244;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:45"
239;"Lubrificante Desingripante 300ml -White Lub";9-243;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:45"
207;"Lustra Moveis 200ml – Audax";7-211;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
206;"Lustra Moveis 500ml – Audax";7-210;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:40"
192;"Lustra Moveis 500ml – Worker";7-195;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
191;"Lustra Moveis Lavanda 200ml – Destac";7-194;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
190;"Lustra Moveis Lavanda 200ml – Peroba";7-193;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
189;"Lustra Moveis Lavanda 200ml – Poliflor";7-192;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
188;"Lustra Moveis Lavanda 500ml – Destac";7-191;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
187;"Lustra Moveis Lavanda 500ml – Poliflor";7-190;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:39"
314;"Luva de Latex com Pó 100 Luvas Tamanho G – Nobre";11-320;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:58"
313;"Luva de Latex com Pó 100 Luvas Tamanho M – Nobre";11-318;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:57"
312;"Luva de Látex Multiuso Tamanhos M Amarela – Nobre";11-317;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:57"
311;"Luva de Látex Multiuso Tamanhos M Verde – Nobre";11-316;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:57"
310;"Luva de Latex Procedimentos com Pó 100 Luvas Tamanho P – Nobre";11-315;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:57"
309;"Luva de Vinil com Pó Tamanho G – Nobre";11-314;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:57"
308;"Luva de Vinil com Pó Tamanho M – Nobre";11-313;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:57"
307;"Luva de Vinil sem Pó Tamanho M – Nobre";11-312;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
306;"Luva de Vinil sem Pó Tamanho P – Nobre";11-311;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
305;"Luva Plástica Descartável 100 Unidades – Nobre";11-310;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
228;"Margarina 250g – Qualy";8-232;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:44"
227;"Margarina 500g – Qualy";8-231;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:44"
304;"Máscara Cirúrgica Preta Tripla – Nobre";11-309;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
303;"Máscara Cirúrgica Tripa – Nobre";11-308;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
124;"Máscara PFF2 com válvula";5-126;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:30"
123;"Máscara PFF2 sem válvula";5-125;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:30"
149;"Mop de Torção – Nobre";6-151;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:34"
148;"Mop Rotatório com Balde 13Lts – Nobre";6-150;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:34"
147;"Mop Rotatório Inox com Balde 13Lts – Nobre";6-149;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:34"
146;"Mop Úmido com Rosca 190g – Brusmop";6-148;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:33"
223;"Multiuso 500ml – Facilita";7-227;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:43"
330;"Neutralizador de Ambiente Bouquet 5Lts – Limp Mais";12-336;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:02"
122;"Oculos de segurança";5-124;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:30"
336;"Odorizador Air Clean 300ml – Premisse";12-342;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:03"
335;"Odorizador Air Fresh 300ml – Premisse";12-341;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:03"
334;"Odorizador Air Soft 300ml – Premisse";12-340;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:03"
333;"Odorizador de Ambiente Algodão do Nilo 360ml – Secar";12-339;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:03"
332;"Odorizador de Ambiente Bamboo do Tibete 360ml – Secar";12-338;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:03"
331;"Odorizador de Ambiente Capim Limão 500ml – Backer";12-337;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:03"
329;"Odorizador de Ambiente Lavanda 12ml – Bom Ar";12-335;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:01"
328;"Odorizador de Ambiente Lavanda 12ml com Aparelho – Bom Ar";12-334;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:01"
323;"Odorizador de Ambiente Lavanda 360ml – Bom Ar";12-329;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:01"
324;"Odorizador de Ambiente Lavanda de Provence 360ml – Secar";12-330;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:01"
325;"Odorizador de Ambiente Lembraças de Infância 360ml – Glade";12-331;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:01"
204;"Óleo de Peroba 100ml – King";7-208;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:40"
203;"Óleo de Peroba 200ml – King";7-207;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:40"
202;"Óleo de Peroba 500ml – King";7-206;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:40"
145;"Pá Coletora com Tampa – Odim";6-147;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:33"
144;"Pá Coletora sem Tampa – Certec";6-146;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:33"
143;"Pá Robusta – Odim";6-145;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:32"
213;"Pano de Microfibra 20cm x 20xm- Nobre";7-217;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
216;"Pano de Microfibra 30cmx30xm- Nobre";7-220;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
215;"Pano de Microfibra 40cm x 40cm – Nobre";7-219;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
214;"Pano de Microfibra 60cm x 80cm – Nobre";7-218;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
212;"Pano Multiuso 5 panos – Nobre";7-216;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
210;"Pano Multiuso Rolo Azul 300m x 28cm – Nobre";7-214;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
211;"Pano Multiuso Rolo Azul 30m x 30cm – Nobre";7-215;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
209;"Pano Multiuso Rolo Laranja 300m x 28cm – Nobre";7-213;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
208;"Pano Multiuso Rolo Verde 300m x 28cm – Nobre";7-212;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:41"
31;"Papel Higiênico Folha Dupla 12x30mts – Neve";1-031;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
30;"Papel Higiênico Folha Dupla 16x30mts – Neve";1-030;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
29;"Papel Higiênico Folha Dupla Carinho Gold 30mts – Copapa";1-029;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
28;"Papel Higiênico Folha Dupla Carinho Premium Ecológico 30mts – Copapa";1-028;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
27;"Papel Higiênico Folha Dupla Carinho Toilet 30mts – Copapa";1-027;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
26;"Papel Higiênico Folha Dupla Olé 20mts – Copapa";1-026;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
23;"Papel Higiênico Folha Simples 100% Celulose – Belipel Premium";1-023;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
22;"Papel Higiênico Folha Simples 100% Celulose – Mandypel";1-022;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:21"
25;"Papel Higiênico Folha Simples 30mts – Belisoft Gold";1-025;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
24;"Papel Higiênico Folha simples 30mts – Belisoft Silver";1-024;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:22"
21;"Papel Higiênico Folha Simples Branco 150mts – Classe A";1-021;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:21"
20;"Papel Higiênico Folha Simples Branco 300mts – Belipel Silver";1-020;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:21"
19;"Papel Higiênico Folha Simples Branco 300mts – Classe A";1-019;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:21"
18;"Papel Higiênico Folha Simples Branco 300mts – Mandypel";1-018;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:21"
17;"Papel higiênico Folha Simples Branco Luxo 300Mts – Classe A";1-017;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:21"
16;"Papel Higiênico Folha Simples Branco Luxo 300mts – Mandypel";1-016;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:21"
15;"Papel Higiênico Folha Simples Premium Plus 300mts – Classe A";1-015;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:21"
13;"Papel Interfolhado 100% Celulose 1000fls – Classe A";1-013;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:20"
12;"Papel Interfolhado 100% Celulose 1000fls – Mandypel";1-012;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:20"
14;"Papel Interfolhado 100% Celulose 800fls – Classe A";1-014;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:20"
10;"Papel Interfolhado Branco 1000fls – Classe A";1-010;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:20"
11;"Papel Interfolhado Branco 800fls – Classe A";1-011;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:20"
8;"Papel Interfolhado Branco Luxo 1000fls – Belipel Gold";1-008;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:19"
7;"Papel Interfolhado Branco Luxo 1000fls – Classe A";1-007;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:19"
6;"Papel Interfolhado Branco Luxo 1000fls – Mandypel";1-006;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:19"
9;"Papel Interfolhado Branco Luxo 800fls – Classe A";1-009;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:20"
302;"Pasta de Dente – Colgate";11-307;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
301;"Pasta de Dente – Sorriso";11-306;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
121;"Placa Sinalizadora – Piso Molhado – Certec";5-123;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:30"
83;"Placa Sinalizadora Piso Escorregadio – Nobre";3-083;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:26"
82;"Placa Sinalizadora Piso Molhado – Nobre";3-082;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:26"
104;"Pote Descartável 100ml PS com 2000 Potes – Cristalcopo";4-104;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:28"
102;"Prato Descartável Raso nº 18 com 500 Pratos – Cristalcopo";4-102;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:28"
103;"Prato Descartável Raso nº 5 com 1000 Pratos – Cristalcopo";4-103;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:28"
300;"Propé Descartável 100 Unidades – Nobre";11-305;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
120;"Protetor Auricular de Silicone";5-122;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:29"
81;"Pulverizador Transparente 500ml – Nobre";3-081;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:26"
299;"Refil descarte Absorventes";11-304;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
298;"Refil Fil Dental";11-303;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
140;"Refil Mop Pó 40cm – Certec";6-142;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:31"
139;"Refil Mop Pó 60cm – Certec";6-141;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:31"
135;"Refil Mop Pó Acrílico 100cm – Nobre";6-137;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:31"
134;"Refil Mop Pó Acrílico 120cm – Nobre";6-136;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:30"
138;"Refil Mop Pó Acrílico 40cm – Nobre";6-140;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:31"
137;"Refil Mop Pó Acrílico 60cm – Nobre";6-139;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:31"
136;"Refil Mop Pó Acrílico 80cm – Nobre";6-138;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:31"
326;"Refil Odorizador Automático Citrus 250ml – Bom Ar";12-332;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:01"
327;"Refil Odorizador Automático Lavanda 250ml – Bom ar";12-333;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:07:01"
133;"Refil Rodo Mágico – Nobre";6-135;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:30"
297;"Repelente Off Family";11-302;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
80;"Reservatório Espuma 800ml – Nobre";3-080;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:26"
79;"Reservatório líquido 800ml – Nobre";3-079;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:26"
77;"Reservatório Saboneteira 800ml – Premisse";3-077;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:26"
95;"Revervatório Saboneteira 800ml – Premisse";3-095;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:27"
174;"Rodo de Alumínio 1m – Asa Delta";6-177;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:38"
173;"Rodo de Alumínio 30cm";6-176;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
172;"Rodo de Alumínio 40cm";6-175;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
171;"Rodo de Alumínio 50cm";6-174;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
132;"Rodo Limpa Vidro 40cm – Nobre";6-134;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:30"
289;"Sabonete Eco Blue 5LTS – Premisse";11-293;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:51"
288;"Sabonete Erva Doce 5LTS – Premisse";11-292;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:51"
287;"Sabonete Erva Doce 5lts – Stork";11-291;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:51"
286;"Sabonete Erva Doce 5lts – TopBel";11-290;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:51"
294;"Sabonete Espuma Erva Doce 5Lts – Audax";11-298;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:52"
293;"Sabonete Espuma Floral 5Lts – Audax";11-297;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:52"
292;"Sabonete Frutas Vermelhas 5lts – Stork";11-296;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:52"
296;"Sabonete Lux 85G";11-301;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
285;"Sabonete Pérolas do Caribe 5lts – Stork";11-289;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:51"
291;"Sabonete Por do Sol – Pessego 5lts – Audax";11-295;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:51"
290;"Sabonete Refil 800ml Erva Doce – TopBel";11-294;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:51"
205;"Saponaceo Cremoso 300ml – Facilita";7-209;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:40"
179;"Soda Cáustica 400g – Master";7-182;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:38"
178;"Soda Cáustica 400g – Pérola";7-181;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:38"
49;"Suporte com 2 Lixeiras Coleta Seletiva 60Lts – Lar Plástico";2-049;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
48;"Suporte com 2 Lixeiras Papeleira Coleta Seletiva 50Lts – Lar Plástico";2-048;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
50;"Suporte com 3 Lixeiras Coleta Seletiva 60Lts – Lar Plástico";2-050;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
51;"Suporte com 3 Lixeiras Papeleira coleta seletiva 50Lts – Lar Plástico";2-051;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
52;"Suporte com 4 Lixeiras Coleta Seletiva 60Lts – Lar Plástico";2-052;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
53;"Suporte com 4 Lixeiras Papeleira coleta seletiva 50Lts – Lar Plástico";2-053;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
54;"Suporte com 5 Lixeiras Coleta Seletiva 60Lts – Lar Plástico";2-054;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
55;"Suporte com 5 Lixeiras Papeleira coleta seletiva 50Lts – Lar Plástico";2-055;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:24"
5;"Toalha de Papel em Bobina Branco 200mts – Mandypel";1-005;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:19"
4;"Toalha de Papel em Bobina Branco Luxo 200mts – Mandypel";1-004;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:19"
3;"Toalha de Papel em Bobina Branco Plus 200mts – Classe A";1-003;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:19"
2;"Toalha de Papel em Bobina Branco Premium 200mts – Classe A";1-002;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:19"
1;"Toalha de Papel em Bobina Branco Premium Plus 200mts – Classe A";1-001;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:18"
295;"Touca Descartável 100 Unidades – Nobre";11-300;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:53"
78;"Válvula Líquida – Nobre";3-078;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:26"
177;"Vaselina líquida 500ml – Worker";7-180;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:38"
176;"Vaselina Liquida 900ml – Rafbras";7-179;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:38"
166;"Vassoura chapa 2 Milagre – Rossi";6-169;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
165;"Vassoura Chapa 3 – Rossi";6-168;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
167;"Vassoura de Madeira 1m";6-170;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
170;"Vassoura de Madeira 30cm";6-173;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
169;"Vassoura de Madeira 40cm";6-172;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
168;"Vassoura de Madeira 60cm";6-171;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
163;"Vassoura de Pelo Bola Especial 30cm";6-166;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
175;"Vassoura Genuina – Fimade";6-178;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:38"
164;"Vassoura Nylon Fiory";6-167;;0,00;;;0;5;;;;Sim;Não;"2026-06-18 04:06:37"
